sample_scope,id,payment_pi,payment_type,weighted_count_denominator,weighted_count_numerator,weighted_dollar_denominator,weighted_dollar_numerator,weighted_count_share,weighted_dollar_share
full_unrestricted,100013,8,Money order,12.023707389831543,0,3402.161717414856,0,0,0
full_unrestricted,100013,10,Mobile payment app,12.023707389831543,0,3402.161717414856,0,0,0
full_unrestricted,100013,11,Account-to-account transfer,12.023707389831543,0,3402.161717414856,0,0,0
full_unrestricted,100013,13,Other payment method,12.023707389831543,0,3402.161717414856,0,0,0
full_unrestricted,100013,14,Deduction from income,12.023707389831543,0,3402.161717414856,0,0,0
full_unrestricted,100015,1,Cash,18.81055784225464,5.09370493888855,666.0501673030855,33.98650121688843,0.2707896800086614,0.051026938938404175
full_unrestricted,100015,2,Check,18.81055784225464,11.899545669555664,666.0501673030855,577.5444490718843,0.6325992971258625,0.8671185406505172
full_unrestricted,100015,3,Credit card,18.81055784225464,0,666.0501673030855,0,0,0
full_unrestricted,100015,4,Debit card,18.81055784225464,1.8173072338104248,666.0501673030855,54.519217014312744,0.09661102286547615,0.08185452041107863
full_unrestricted,100015,5,Prepaid/gift/EBT card,18.81055784225464,0,666.0501673030855,0,0,0
full_unrestricted,100015,6,Bank account number payment,18.81055784225464,0,666.0501673030855,0,0,0
full_unrestricted,100015,7,Online banking bill payment,18.81055784225464,0,666.0501673030855,0,0,0
full_unrestricted,100015,8,Money order,18.81055784225464,0,666.0501673030855,0,0,0
full_unrestricted,100015,10,Mobile payment app,18.81055784225464,0,666.0501673030855,0,0,0
full_unrestricted,100015,11,Account-to-account transfer,18.81055784225464,0,666.0501673030855,0,0,0
full_unrestricted,100015,13,Other payment method,18.81055784225464,0,666.0501673030855,0,0,0
full_unrestricted,100015,14,Deduction from income,18.81055784225464,0,666.0501673030855,0,0,0
full_unrestricted,100016,1,Cash,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100016,2,Check,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100016,3,Credit card,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100016,4,Debit card,0.24997161328792572,0.24997161328792572,56.24361298978329,56.24361298978329,1,1
full_unrestricted,100016,5,Prepaid/gift/EBT card,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100016,6,Bank account number payment,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100016,7,Online banking bill payment,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100016,8,Money order,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100016,10,Mobile payment app,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100016,11,Account-to-account transfer,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100016,13,Other payment method,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100016,14,Deduction from income,0.24997161328792572,0,56.24361298978329,0,0,0
full_unrestricted,100018,1,Cash,3.2686567902565002,1.0227220952510834,185.41588849753143,27.924203038215637,0.3128875745840626,0.1506030754132886
full_unrestricted,100018,2,Check,3.2686567902565002,1.0931731760501862,185.41588849753143,121.82686264961958,0.3344411010996361,0.6570465111529078
full_unrestricted,100018,3,Credit card,3.2686567902565002,1.1527615189552307,185.41588849753143,35.6648228096962,0.3526713243163013,0.1923504134338036
full_unrestricted,100018,4,Debit card,3.2686567902565002,0,185.41588849753143,0,0,0
full_unrestricted,100018,5,Prepaid/gift/EBT card,3.2686567902565002,0,185.41588849753143,0,0,0
full_unrestricted,100018,6,Bank account number payment,3.2686567902565002,0,185.41588849753143,0,0,0
full_unrestricted,100018,7,Online banking bill payment,3.2686567902565002,0,185.41588849753143,0,0,0
full_unrestricted,100018,8,Money order,3.2686567902565002,0,185.41588849753143,0,0,0
full_unrestricted,100018,10,Mobile payment app,3.2686567902565002,0,185.41588849753143,0,0,0
full_unrestricted,100018,11,Account-to-account transfer,3.2686567902565002,0,185.41588849753143,0,0,0
full_unrestricted,100018,13,Other payment method,3.2686567902565002,0,185.41588849753143,0,0,0
full_unrestricted,100018,14,Deduction from income,3.2686567902565002,0,185.41588849753143,0,0,0
full_unrestricted,100019,1,Cash,2.2270323038101196,0,85.79763823270797,0,0,0
full_unrestricted,100019,2,Check,2.2270323038101196,0,85.79763823270797,0,0,0
full_unrestricted,100019,3,Credit card,2.2270323038101196,1.3792319297790527,85.79763823270797,70.37614942908287,0.6193138408542135,0.8202574205854296
full_unrestricted,100019,4,Debit card,2.2270323038101196,0,85.79763823270797,0,0,0
full_unrestricted,100019,5,Prepaid/gift/EBT card,2.2270323038101196,0,85.79763823270797,0,0,0
full_unrestricted,100019,6,Bank account number payment,2.2270323038101196,0.42390018701553345,85.79763823270797,7.710744401812554,0.1903430795728933,0.08987128970728528
full_unrestricted,100019,7,Online banking bill payment,2.2270323038101196,0.42390018701553345,85.79763823270797,7.710744401812554,0.1903430795728933,0.08987128970728528
full_unrestricted,100019,8,Money order,2.2270323038101196,0,85.79763823270797,0,0,0
full_unrestricted,100019,10,Mobile payment app,2.2270323038101196,0,85.79763823270797,0,0,0
full_unrestricted,100019,11,Account-to-account transfer,2.2270323038101196,0,85.79763823270797,0,0,0
full_unrestricted,100019,13,Other payment method,2.2270323038101196,0,85.79763823270797,0,0,0
full_unrestricted,100019,14,Deduction from income,2.2270323038101196,0,85.79763823270797,0,0,0
full_unrestricted,100021,1,Cash,3.6512112617492676,1.7767951488494873,95.80506002902985,12.96718317270279,0.4866317015023223,0.13534966909653426
full_unrestricted,100021,2,Check,3.6512112617492676,0,95.80506002902985,0,0,0
full_unrestricted,100021,3,Credit card,3.6512112617492676,0.4808066487312317,95.80506002902985,48.5614715218544,0.13168414924883884,0.5068779405507372
