NEWID,DIRACC,DIRACC_,AGE_REF,AGE_REF_,AGE2,AGE2_,AS_COMP1,AS_C_MP1,AS_COMP2,AS_C_MP2,AS_COMP3,AS_C_MP3,AS_COMP4,AS_C_MP4,AS_COMP5,AS_C_MP5,BATHRMQ,BATHRMQ_,BEDROOMQ,BEDR_OMQ,BLS_URBN,BUILDING,BUIL_ING,CUTENURE,CUTE_URE,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGOVRETX,FGOV_ETX,FINCBTAX,FINCBT_X,FINDRETX,FIND_ETX,FINLWT21,FJSSDEDX,FJSS_EDX,FPRIPENX,FPRI_ENX,FRRDEDX,FRRDEDX_,FRRETIRX,FRRE_IRX,FSALARYX,FSAL_RYX,FSSIX,FSSIX_,HLFBATHQ,HLFB_THQ,INC_HRS1,INC__RS1,INC_HRS2,INC__RS2,INC_RANK,INC__ANK,INCNONW1,INCN_NW1,INCNONW2,INCN_NW2,INCOMEY1,INCO_EY1,INCOMEY2,INCO_EY2,INCWEEK1,INCW_EK1,INCWEEK2,INCW_EK2,MISCTAXX,MISC_AXX,LUMPSUMX,LUMP_UMX,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,NONINCMX,NONI_CMX,NUM_AUTO,NUM__UTO,OCCUCOD1,OCCU_OD1,OCCUCOD2,OCCU_OD2,OTHRINCX,OTHR_NCX,PERSLT18,PERS_T18,PERSOT64,PERS_T64,POPSIZE,PRINEARN,PRIN_ARN,QINTRVMO,QINTRVYR,RACE2,RACE2_,REF_RACE,REF__ACE,REGION,RENTEQVX,RENT_QVX,ROOMSQ,ROOMSQ_,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,ST_HOUS,ST_HOUS_,VEHQ,VEHQ_,WELFAREX,WELF_REX,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,TOTEXPPQ,TOTEXPCQ,FOODPQ,FOODCQ,FDHOMEPQ,FDHOMECQ,FDAWAYPQ,FDAWAYCQ,FDXMAPPQ,FDXMAPCQ,FDMAPPQ,FDMAPCQ,ALCBEVPQ,ALCBEVCQ,HOUSPQ,HOUSCQ,SHELTPQ,SHELTCQ,OWNDWEPQ,OWNDWECQ,MRTINTPQ,MRTINTCQ,PROPTXPQ,PROPTXCQ,MRPINSPQ,MRPINSCQ,RENDWEPQ,RENDWECQ,RNTXRPPQ,RNTXRPCQ,RNTAPYPQ,RNTAPYCQ,OTHLODPQ,OTHLODCQ,UTILPQ,UTILCQ,NTLGASPQ,NTLGASCQ,ELCTRCPQ,ELCTRCCQ,ALLFULPQ,ALLFULCQ,FULOILPQ,FULOILCQ,OTHFLSPQ,OTHFLSCQ,TELEPHPQ,TELEPHCQ,WATRPSPQ,WATRPSCQ,HOUSOPPQ,HOUSOPCQ,DOMSRVPQ,DOMSRVCQ,DMSXCCPQ,DMSXCCCQ,BBYDAYPQ,BBYDAYCQ,OTHHEXPQ,OTHHEXCQ,HOUSEQPQ,HOUSEQCQ,TEXTILPQ,TEXTILCQ,FURNTRPQ,FURNTRCQ,FLRCVRPQ,FLRCVRCQ,MAJAPPPQ,MAJAPPCQ,SMLAPPPQ,SMLAPPCQ,MISCEQPQ,MISCEQCQ,APPARPQ,APPARCQ,MENBOYPQ,MENBOYCQ,MENSIXPQ,MENSIXCQ,BOYFIFPQ,BOYFIFCQ,WOMGRLPQ,WOMGRLCQ,WOMSIXPQ,WOMSIXCQ,GRLFIFPQ,GRLFIFCQ,CHLDRNPQ,CHLDRNCQ,FOOTWRPQ,FOOTWRCQ,OTHAPLPQ,OTHAPLCQ,TRANSPQ,TRANSCQ,CARTKNPQ,CARTKNCQ,CARTKUPQ,CARTKUCQ,OTHVEHPQ,OTHVEHCQ,GASMOPQ,GASMOCQ,VEHFINPQ,VEHFINCQ,MAINRPPQ,MAINRPCQ,VEHINSPQ,VEHINSCQ,VRNTLOPQ,VRNTLOCQ,PUBTRAPQ,PUBTRACQ,TRNTRPPQ,TRNTRPCQ,TRNOTHPQ,TRNOTHCQ,HEALTHPQ,HEALTHCQ,HLTHINPQ,HLTHINCQ,MEDSRVPQ,MEDSRVCQ,PREDRGPQ,PREDRGCQ,MEDSUPPQ,MEDSUPCQ,ENTERTPQ,ENTERTCQ,FEEADMPQ,FEEADMCQ,TVRDIOPQ,TVRDIOCQ,OTHEQPPQ,OTHEQPCQ,PETTOYPQ,PETTOYCQ,OTHENTPQ,OTHENTCQ,PERSCAPQ,PERSCACQ,READPQ,READCQ,EDUCAPQ,EDUCACQ,TOBACCPQ,TOBACCCQ,MISCPQ,MISCCQ,MISC1PQ,MISC1CQ,MISC2PQ,MISC2CQ,CASHCOPQ,CASHCOCQ,PERINSPQ,PERINSCQ,LIFINSPQ,LIFINSCQ,RETPENPQ,RETPENCQ,HH_CU_Q,HH_CU_Q_,HHID,HHID_,SWIMPOOL,SWIM_OOL,APTMENT,APTMENT_,OFSTPARK,OFST_ARK,WINDOWAC,WIND_WAC,CNTRALAC,CNTR_LAC,CHILDAGE,CHIL_AGE,STATE,ERANKH,ERANKH_,TOTEX4PQ,TOTEX4CQ,MISCX4PQ,MISCX4CQ,VEHQL,VEHQL_,NUM_TVAN,NUM__VAN,TTOTALP,TTOTALC,TFOODTOP,TFOODTOC,TFOODAWP,TFOODAWC,TFOODHOP,TFOODHOC,TALCBEVP,TALCBEVC,TOTHRLOP,TOTHRLOC,TTRANPRP,TTRANPRC,TGASMOTP,TGASMOTC,TVRENTLP,TVRENTLC,TCARTRKP,TCARTRKC,TOTHVHRP,TOTHVHRC,TOTHTREP,TOTHTREC,TTRNTRIP,TTRNTRIC,TFAREP,TFAREC,TAIRFARP,TAIRFARC,TOTHFARP,TOTHFARC,TLOCALTP,TLOCALTC,TENTRMNP,TENTRMNC,TFEESADP,TFEESADC,TOTHENTP,TOTHENTC,OWNVACP,OWNVACC,VOTHRLOP,VOTHRLOC,VMISCHEP,VMISCHEC,UTILOWNP,UTILOWNC,VFUELOIP,VFUELOIC,VOTHRFLP,VOTHRFLC,VELECTRP,VELECTRC,VNATLGAP,VNATLGAC,VWATERPP,VWATERPC,MRTPRNOP,MRTPRNOC,UTILRNTP,UTILRNTC,RFUELOIP,RFUELOIC,ROTHRFLP,ROTHRFLC,RELECTRP,RELECTRC,RNATLGAP,RNATLGAC,RWATERPP,RWATERPC,PORCH,PORCH_,ETOTALP,ETOTALC,ETOTAPX4,ETOTACX4,EHOUSNGP,EHOUSNGC,ESHELTRP,ESHELTRC,EOWNDWLP,EOWNDWLC,EOTHLODP,EOTHLODC,EMRTPNOP,EMRTPNOC,EMRTPNVP,EMRTPNVC,ETRANPTP,ETRANPTC,EVEHPURP,EVEHPURC,ECARTKNP,ECARTKNC,ECARTKUP,ECARTKUC,EOTHVEHP,EOTHVEHC,EENTRMTP,EENTRMTC,EOTHENTP,EOTHENTC,ENOMOTRP,ENOMOTRC,EMOTRVHP,EMOTRVHC,EENTMSCP,EENTMSCC,EMISCELP,EMISCELC,EMISCMTP,EMISCMTC,UNISTRQ,UNISTRQ_,WELFREBX,WELF_EBX,LUMPSUMB,LUMP_UMB,LMPSUMBX,LMPS_MBX,OTHRINCB,OTHR_NCB,OTRINCBX,OTRI_CBX,INCLASS2,INCL_SS2,CUID,INTERI,HORREF1,HORREF1_,HORREF2,HORREF2_,ERANKHM,ERANKHM_,FGOVRETM,FGOV_ETM,FINCBTXM,FINCB_XM,FINCBTX1,FINCBTX2,FINCBTX3,FINCBTX4,FINCBTX5,FINCBTXI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPRIPENM,FPRI_ENM,FRRDEDM,FRRDEDM_,FRRETIRM,FRRE_IRM,FRRETIR1,FRRETIR2,FRRETIR3,FRRETIR4,FRRETIR5,FRRETIRI,FSALARYM,FSAL_RYM,FSALARY1,FSALARY2,FSALARY3,FSALARY4,FSALARY5,FSALARYI,FSSIXM,FSSIXM_,FSSIX1,FSSIX2,FSSIX3,FSSIX4,FSSIX5,FSSIXI,INC_RNKM,INC__NKM,INC_RNK1,INC_RNK2,INC_RNK3,INC_RNK4,INC_RNK5,OTHRINCM,OTHR_NCM,OTHRINC1,OTHRINC2,OTHRINC3,OTHRINC4,OTHRINC5,OTHRINCI,PRINERNM,PRIN_RNM,PRINERN1,PRINERN2,PRINERN3,PRINERN4,PRINERN5,WELFAREM,WELF_REM,WELFARE1,WELFARE2,WELFARE3,WELFARE4,WELFARE5,WELFAREI,PSU,HISP_REF,HISP2,HIGH_EDU,BUILT,BUILT_,CREDFINX,CRED_INX,CREDITB,CREDITB_,CREDITBX,CRED_TBX,CREDITX,CREDITX_,CREDTYRX,CRED_YRX,CREDYRB,CREDYRB_,CREDYRBX,CRED_RBX,DEFBENRP,DEFB_NRP,FFTA_OWE,FMLPYYRX,FMLP_YRX,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FS_AMTXM,FS_MTHI,FS_MTHI_,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,FSTA_OWE,INTRDVBX,INTR_VBX,INTRDVB,INTRDVB_,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,IRAB,IRAB_,IRABX,IRABX_,IRAX,IRAX_,IRAYRB,IRAYRB_,IRAYRBX,IRAYRBX_,IRAYRX,IRAYRX_,JFS_AMT,JFS_AMT_,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,JFS_AMTM,LIQDYRBX,LIQD_RBX,LIQUIDBX,LIQU_DBX,LIQUDYRB,LIQU_YRB,LIQUDYRX,LIQU_YRX,LIQUIDB,LIQUIDB_,LIQUIDX,LIQUIDX_,MEALSPAY,MEAL_PAY,MLPAYWKX,MLPA_WKX,MLPYQWKS,MLPY_WKS,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHASTBX,OTHA_TBX,OTHASTB,OTHASTB_,OTHASTX,OTHASTX_,OTHFINX,OTHFINX_,OTHLONBX,OTHL_NBX,OTHLYRBX,OTHL_RBX,OTHLNYRB,OTHL_YRB,OTHLNYRX,OTHL_YRX,OTHLOAN,OTHLOAN_,OTHLONB,OTHLONB_,OTHLONX,OTHLONX_,OTHREGBX,OTHR_GBX,OTHREGB,OTHREGB_,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,OTHSYRBX,OTHS_RBX,OTHSTYRB,OTHS_YRB,OTHSTYRX,OTHS_YRX,RETS_RVB,RETSURVX,RETS_RVX,RETSRVBX,RETS_VBX,RETSURV,RETSURV_,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVB,RETSURVI,RETSURVM,ROYESTBX,ROYE_TBX,ROYESTB,ROYESTB_,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,STCKYRBX,STCK_RBX,STDNTYRB,STDN_YRB,STDNTYRX,STDN_YRX,STDTYRBX,STDT_RBX,STOCKYRB,STOC_YRB,STOCKYRX,STOC_YRX,STOCKB,STOCKB_,STOCKBX,STOCKBX_,STOCKX,STOCKX_,STUDFINX,STUD_INX,STUDNTBX,STUD_TBX,STUDNTB,STUDNTB_,STUDNTX,STUDNTX_,WHLFYRBX,WHLF_RBX,WHLFYRB,WHLFYRB_,WHLFYRX,WHLFYRX_,WHOLIFBX,WHOL_FBX,WHOLIFB,WHOLIFB_,WHOLIFX,WHOLIFX_,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,FINAT_EM,FINATXE1,FINATXE2,FINATXE3,FINATXE4,FINATXE5,TOTXEST,BUSCREEN,BUSC_EEN,DIVISION,REFGEN,VEHICTAX,CREDYR,CREDYR_,IRA,IRAYR,IRAYR_,IRA_,LIQUDYR,LIQUDYR_,LIQUID,LIQUID_,OTHLNYR,OTHLNYR_,OTHSTYR,OTHSTYR_,SOLARPNL,SOLA_PNL,STDNTYR,STDNTYR_,STOCKYR,STOCKYR_,WHLFYR,WHLFYR_,FFTAXOWE,FSTAXOWE,FINATXEM
03944014,1,D,36,D,39,D,1,D,1,D,0,D,1,D,1,D,3,D,5,D,1,01,D,1,D,2,D,16,D,15,D,4,D,2,D,0,D,290130,D,0,D,17075.492,19885,D,0,D,0,D,0,D,290000,D,0,D,1,D,50,D,45,D,0.9669654,D,,A,,A,1,D,1,D,52,D,52,D,,A,,A,1,D,2,D,0,D,0,D,03,D,03,D,,A,2,D,0,D,2,01,D,04,2019,1,D,1,D,2,2500,D,11,D,2,D,1,D,1,2,D,3,D,,A,35388.615,,,34395.407,30096.406,,35902.576,,32199.693,35244.906,,,34790.378,,,34826.921,,31803.531,,,39208.641,34777.206,32943.975,,35830.331,40231.135,30589.690,33276.834,31741.743,,,,34720.233,,29765.323,34357.706,30108.475,,,,,,31368.191,,39877.2499,0.0000,3645.0000,0.0000,2445.0000,0.0000,1200.0000,0.0000,1200.0000,0.0000,0.0000,0.0000,969.0000,0.0000,14909.0000,0.0000,7723.0000,0.0000,5618.0000,0.0000,2586.0000,0.0000,1500.0000,0.0000,1532.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2105.0000,0.0000,1520.0000,0.0000,333.0000,0.0000,497.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,540.0000,0.0000,150.0000,0.0000,5486.0000,0.0000,4983.0000,0.0000,438.0000,0.0000,4545.0000,0.0000,503.0000,0.0000,180.0000,0.0000,0.0000,0.0000,0.0000,0.0000,180.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,280.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,0.0000,0.0000,0.0000,40.0000,0.0000,135.0000,0.0000,80.0000,0.0000,25.0000,0.0000,5462.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,750.0000,0.0000,0.0000,0.0000,950.0000,0.0000,509.0000,0.0000,125.0000,0.0000,3128.0000,0.0000,3073.0000,0.0000,55.0000,0.0000,1971.0000,0.0000,449.0000,0.0000,1422.0000,0.0000,100.0000,0.0000,0.0000,0.0000,2450.0000,0.0000,898.0000,0.0000,433.0000,0.0000,1119.0000,0.0000,1100.0000,0.0000,19.0000,0.0000,150.0000,0.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,15.0000,0.0000,0.0000,0.0000,520.0000,0.0000,9481.2499,0.0000,4510.0000,0.0000,4971.2499,0.0000,1,D,,A,,A,,A,02,D,,A,05,D,1,D,55,.9708682,D,39877.2499,0.0000,15.0000,0.0000,0,D,2,D,7005.000,0.000,823.000,0.000,783.000,0.000,40.000,0.000,429.000,0.000,2105.000,0.000,3148.000,0.000,0.000,0.000,75.000,0.000,0.000,0.000,0.000,0.000,75.000,0.000,3073.000,0.000,2791.000,0.000,2244.000,0.000,547.000,0.000,282.000,0.000,500.000,0.000,500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,03,D,42757.250,0.000,42757.250,0.000,17789.000,0.000,10603.000,0.000,8498.000,0.000,2105.000,0.000,2880.000,0.000,0.000,0.000,5462.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2450.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,15.000,0.000,0.000,0.000,03,D,,A,,A,,A,,A,,A,6,D,394401,4,,A,,A,0.9709446,D,0,D,290130.0,D,290130,290130,290130,290130,290130,100,19885.0,D,19885,19885,19885,19885,19885,0,D,0,D,0.0,D,0,0,0,0,0,100,290000.0,D,290000,290000,290000,290000,290000,100,0.0,D,0,0,0,0,0,100,0.9622642,D,0.9621226,0.9629807,0.9625745,0.9624332,0.9611451,,A,,,,,,100,01,D,01,01,01,01,01,,A,,,,,,100,,2,2,16,2006,D,0,D,,A,,A,1500,D,1500,D,,A,,A,2,D,D,,A,,,,,,100,,,A,0,D,0,0,0,0,0,100,0,D,,A,,A,130,D,130,130,130,130,130,100,130,,A,,A,300000,D,,A,,A,295000,D,0,D,0,0,0,0,0,0,,A,,A,,A,363507,T,,A,421980,T,2,D,,A,,A,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,,,,,100,,,A,,A,,A,A,,A,,A,2,D,,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,9640,D,,A,,A,10000,D,,A,,A,60000,D,0,D,,A,,A,7000,D,,A,,A,1,D,,A,,A,1,D,D,D,A,A,A,A,D,225615,225615,225615,225615,225615,64515,2,D,3,5,,,A,1,,A,D,,A,1,D,,A,,A,,A,,A,,A,,A,48333,16182,225615
03944034,1,D,75,D,73,D,1,D,1,D,0,D,0,D,0,D,3,D,4,D,1,01,D,2,D,8,D,15,D,16,D,2,D,1,D,0,D,42184,D,0,D,22944.892,0,D,0,D,0,D,38052,D,0,D,0,D,0,D,,A,,A,0.4749085,D,1,D,1,D,,A,,A,0,D,0,D,,A,,A,1,D,0,D,0,D,1,D,,A,,A,,A,0,D,2,D,2,01,D,04,2019,1,D,1,D,2,1500,D,8,D,1,D,2,D,1,2,D,2,D,,A,45719.185,,46679.276,42926.326,,47597.028,,48750.436,46900.984,,,49582.988,,,47028.971,,48772.596,,,48125.185,44436.721,44480.737,,46470.658,45918.919,44500.367,40152.366,47971.056,,,,49095.906,,44698.005,42613.729,47607.717,,,,,,49035.878,,,8219.0000,0.0000,975.0000,0.0000,650.0000,0.0000,325.0000,0.0000,325.0000,0.0000,0.0000,0.0000,60.0000,0.0000,2876.0000,0.0000,537.0000,0.0000,527.0000,0.0000,0.0000,0.0000,200.0000,0.0000,327.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,0.0000,1021.0000,0.0000,240.0000,0.0000,201.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100.0000,0.0000,480.0000,0.0000,0.0000,0.0000,193.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,193.0000,0.0000,1125.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1125.0000,0.0000,287.0000,0.0000,16.0000,0.0000,16.0000,0.0000,0.0000,0.0000,46.0000,0.0000,46.0000,0.0000,0.0000,0.0000,0.0000,0.0000,190.0000,0.0000,35.0000,0.0000,870.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,210.0000,0.0000,0.0000,0.0000,0.0000,0.0000,660.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2479.0000,0.0000,2229.0000,0.0000,100.0000,0.0000,150.0000,0.0000,0.0000,0.0000,567.0000,0.0000,220.0000,0.0000,347.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,0.0000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,D,,A,,A,,A,,A,,A,05,D,0,D,26,.2942180,D,8219.0000,0.0000,45.0000,0.0000,0,D,1,D,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,10.000,0.000,0.000,0.000,196.000,0.000,0.000,0.000,100.000,0.000,96.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,03,D,8219.000,0.000,8219.000,0.000,2876.000,0.000,537.000,0.000,527.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,870.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,567.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.000,0.000,0.000,0.000,03,D,,A,,A,,A,,A,,A,3,D,394403,4,,A,,A,0.3032044,D,0,D,42397.0,D,42273,42369,42392,42492,42459,301,0.0,D,0,0,0,0,0,0,D,0,D,38052.0,D,38052,38052,38052,38052,38052,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,0.3948529,D,0.3993084,0.4061020,0.4030697,0.3999102,0.4012241,,A,,,,,,100,01,D,01,01,01,01,01,,A,,,,,,100,S23B,2,2,16,1985,D,0,D,,A,,A,0,D,,A,,A,,A,2,D,D,,A,,,,,,100,,,A,0,D,0,0,0,0,0,100,0,D,4132,D,05,D,,C,4221,4317,4340,4440,4407,301,4345,5,D,325000,D,,C,5,D,325000,D,,C,0,D,0,0,0,0,0,0,,A,,A,,A,363507,T,,A,421980,T,2,D,,A,,A,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,,,,,100,,,A,,A,,A,A,,A,,A,2,D,,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,D,A,A,A,A,D,43381,43477,43500,43600,43567,-1108,2,D,3,1,,,A,1,,A,D,,A,1,D,,A,,A,,A,,A,,A,,A,0,-1108,43505
03944064,1,D,80,D,,A,1,D,0,D,0,D,0,D,0,D,2,D,2,D,1,01,D,1,D,8,D,11,D,,A,1,D,8,D,0,D,1626,D,0,D,18605.621,0,D,0,D,0,D,1626,D,0,D,0,D,0,D,,A,,A,0.1165337,A,1,D,,A,,A,,A,0,D,,A,,A,,A,5,D,0,D,0,D,0,D,,A,,A,,A,0,D,1,D,2,01,D,04,2019,,A,1,D,4,2351,D,5,D,1,D,,A,1,2,D,0,D,,A,35208.938,39737.518,33630.359,,34767.704,37989.388,34902.055,36686.720,39276.150,,,,37792.009,,35928.107,37683.485,37892.695,,,,,,41733.350,,,,41127.436,38103.619,,34707.894,,34741.623,38682.529,,,42202.977,,,38365.345,,34096.357,,,41510.205,13914.0000,0.0000,1531.0000,0.0000,870.0000,0.0000,661.0000,0.0000,661.0000,0.0000,0.0000,0.0000,146.0000,0.0000,11202.0000,0.0000,10538.0000,0.0000,10538.0000,0.0000,8763.0000,0.0000,1775.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,664.0000,0.0000,0.0000,0.0000,481.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,183.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,783.0000,0.0000,783.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,252.0000,0.0000,0.0000,0.0000,0.0000,0.0000,252.0000,0.0000,252.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,D,,A,,A,,A,02,D,,A,05,D,0,D,04,,A,13914.0000,0.0000,0.0000,0.0000,0,D,0,D,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,03,D,17151.000,0.000,17151.000,0.000,14439.000,0.000,13775.000,0.000,13775.000,0.000,0.000,0.000,3237.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,252.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,03,D,,A,,A,,A,,A,,A,7,D,394406,4,,A,,A,0.7119634,D,0,D,18651.6,D,20994,18618,16086,25602,11958,201,0.0,D,0,0,0,0,0,0,D,0,D,18651.6,D,20994,18618,16086,25602,11958,201,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,0.1676887,D,0.1936109,0.1729073,0.1445994,0.2452703,0.1017400,,A,,,,,,100,01,D,01,01,01,01,01,,A,,,,,,100,S48A,2,,11,1965,D,,A,,A,,A,,A,,A,,A,,A,1,D,D,,A,,,,,,100,,,A,0,D,0,0,0,0,0,100,0,D,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,0,D,0,0,0,0,0,0,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,,,,,100,,,A,,A,,A,A,,A,,A,2,D,,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,A,A,A,A,A,D,21019,18643,16111,25627,11983,-25,2,D,8,1,,,A,2,,A,D,,A,,C,,A,,A,,A,,A,,A,,A,0,-25,18676.6
